字段1,字段2,字段3,字段4,字段5,字段6,字段7,字段8,字段9,字段10,字段11
幽兰待清风,5分 超棒,特地跑成都玩，就是为了看国宝滚滚的。到的时候有点晚，九点多了，所幸的是，滚滚们刚刚吃饱饭，正玩儿得嗨，幼稚园里的熊猫宝宝爬树打闹，萌翻了。在太阳产房那里看滚滚足足待了一个多钟头，再到月亮产房的时候已经中午了，滚滚们大都在睡觉，只有极个别的还在吃吃吃。另外，基地环境特别好，绿树成荫，其他动物，小熊猫就看到一两只，孔雀也有。要去的话，建议早点去，最好开门就进去。,2017-05-15IP属地：未知,IP属地：未知,"
15",,2017-05-15IP属地：未知,IP属地：未知,"
15",
205****763,5分 超棒,来到成都怎么能错过熊猫基地。票价还是很亲民的，58/人，六十周岁以上凭身份证可半价购票。基地里面还是很大的，一圈走走逛逛看看拍拍差不多花了四个半小时，建议穿舒适的休闲鞋。里面有大大小小熊猫无数，天气晴朗时都会在各自家门前慵懒的散步晒太阳，简直是萌到犯规。园区里有游览车，但不建议搭乘，游览车线路是走的月亮产房主线，自己走的话可以走走旁边的支线，还能看到浣熊、孔雀和黑天鹅。基地出来右手边就有景区直通车，到其他各个热门景点（都江堰、三星堆、宽窄巷子等等），都有固定发车时间，到宽窄巷子最晚17:30，票价15元/人，比旁边拉客的黑车要便宜,2017-03-07IP属地：未知,IP属地：未知,"
8",,2017-03-07IP属地：未知,IP属地：未知,"
8",
史黛拉拉,5分 超棒,特别值得一去的景点，成都有好几个熊猫基地，这个是最好的一家，可以看到幼年小熊猫。大大小小一共看到十几个熊猫，每个都超可爱，有的爬树上，有的庸懒的吃着竹子。小浣熊也超可爱，尾巴很大，动作超快，很难拍照。 逛一圈大概二小时，不走回头路。,2016-11-27IP属地：未知,IP属地：未知,"
46",,2016-11-27IP属地：未知,IP属地：未知,"
46",
西瓜味的脆脆鲨,5分 超棒,建议大家早点去 熊猫一般八九点就开始吃然后吃完就睡了 我们去的时候熊猫都吃完了已经睡觉 真够懒得 北川在树上睡了一天 二爷在沟里睡了一天 宝宝们还是非常可爱的 值得一去 小熊猫天气好都出来晒太阳 可惜的是产房没有开放 没有看到小宝宝,2016-11-15IP属地：未知,IP属地：未知,"
26",,2016-11-15IP属地：未知,IP属地：未知,"
26",
我不知道吖,5分 超棒,熊猫基地超级值得去！宽窄巷子有车～携程上也有一日游包往返车和门票～各种方便！然后一定要早去！要早去！中午天热熊猫就不动啦～游玩时间可以在3-4小时～要再长也是可以的～小熊猫很好看～熊猫宝宝好萌～一入园就乘车去看熊猫宝宝吧～超级萌！喜欢熊猫和一般喜欢熊猫的朋友都不要错过！,2016-10-04IP属地：未知,IP属地：未知,"
35",,2016-10-04IP属地：未知,IP属地：未知,"
35",
M24****8019,3分 不错,不要现在大夏天去，坐大牢。。真的热晕了,2022-07-16IP属地：未知,IP属地：未知,"
点赞",,2022-07-16IP属地：未知,IP属地：未知,"
点赞",
_WeCh****86693,3分 不错,老園區多一點熊貓 去的時間不對 都在室內了,2022-07-11IP属地：未知,IP属地：未知,"
点赞",,2022-07-11IP属地：未知,IP属地：未知,"
点赞",
_gf518****017941,4分 满意,暑假网红景点，8点左右门口已是人山人海，观看小熊猫看运气，总体来说还是不错的。,2022-05-18IP属地：未知,IP属地：未知,"
点赞",,2022-05-18IP属地：未知,IP属地：未知,"
点赞",
彩色栀子,5分 超棒,好多可可爱爱的国宝啊，喜欢它们互相嬉戏打闹的样子，憨憨的呢,2021-12-15IP属地：未知,IP属地：未知,"
1",,2021-12-15IP属地：未知,IP属地：未知,"
1",
XRNFUSKA,5分 超棒,作为一个外地游客，大熊猫基地已经去了不下三次了，每次来成都必定会到大熊猫基地走一走，看看可爱的大熊猫感觉都被治愈了，门票价格不算贵，从市区打车过去也才20多块,2021-10-28IP属地：未知,IP属地：未知,"
点赞",,2021-10-28IP属地：未知,IP属地：未知,"
点赞",
Susie520,5分 超棒,环境优美值得一游，能近距离和大熊猫接触，还能免费观看大熊猫如何繁殖成长的科普电影，生动有趣、寓玩于乐，能增长科学小常识，非常适合带孩子家人一起亲子游的好地方！,2021-10-06IP属地：未知,IP属地：未知,"
点赞",,2021-10-06IP属地：未知,IP属地：未知,"
点赞",
请叫我曲杠杠,5分 超棒,只能说尚可。主要是想看熊猫崽崽，但是只看到了一只。而且入园之后如果坐小车车排队时间很久，希望能够增加单独的小车车收费租赁，个人觉得会更好些。买了只崽崽带回家。,2021-09-18IP属地：未知,IP属地：未知,"
点赞",,2021-09-18IP属地：未知,IP属地：未知,"
点赞",
大云锦格小王子,5分 超棒,非常开心，非常满意，非常幸福，第一次见到了真正的，美丽可爱的，憨态可掬的国宝黑白大熊猫和红色的小熊猫，对大自然再一次的有了深刻认识，保护珍稀动物，义不容辞！,2022-02-08IP属地：未知,IP属地：未知,"
点赞",,2022-02-08IP属地：未知,IP属地：未知,"
点赞",
我是小正太,5分 超棒,国庆期间去的，人还是挺多的，观光车10元/位，包含来回两趟车票，园区在整体在山上，到处是上下坡，走走还是比较累的…不过大熊猫还是很可爱的，小孩子看了很开心！,2021-10-12IP属地：未知,IP属地：未知,"
点赞",,2021-10-12IP属地：未知,IP属地：未知,"
点赞",
亲昵秋叶,5分 超棒,孩子特别喜欢。一定要早去，早去，早去，我们七点半打车到的，门口就都是人了，而且大熊猫上午活动，下午就看不到啥了，纪念品还是在里面文创店买的质量好一些，外边私人的质量做工都不好。,2020-12-17IP属地：未知,IP属地：未知,"
1",,2020-12-17IP属地：未知,IP属地：未知,"
1",
心中有佛的强哥,5分 超棒,成都最不可以错过的景点，大熊猫真的超级可爱，特别是幼年的大熊猫，太萌，太可爱了！摆出各种可爱的姿势让你拍的尽兴。每次去成都的打卡圣地！,2021-11-27IP属地：未知,IP属地：未知,"
1",,2021-11-27IP属地：未知,IP属地：未知,"
1",
E37****765,5分 超棒,熊猫基地现在很多熊猫和小熊猫，人很少，不像平时人山人海，值得一去。而且现在的熊猫基地环境越来越汉，交通也越来越方便，对面修了餐饮，就是疫情期间都没有营业。,2021-11-18IP属地：未知,IP属地：未知,"
点赞",,2021-11-18IP属地：未知,IP属地：未知,"
点赞",
E37****765,5分 超棒,熊猫基地现在很多熊猫和小熊猫，人很少，不像平时人山人海，值得一去。而且现在的熊猫基地环境越来越汉，交通也越来越方便，对面修了餐饮，就是疫情期间都没有营业。,2021-11-18IP属地：未知,IP属地：未知,"
点赞",,2021-11-18IP属地：未知,IP属地：未知,"
点赞",
浩瀚方宇,5分 超棒,天然的氧吧，娃娃本来有鼻炎，去了成都待了一天以后，晚上睡觉都不打呼噜了。美丽的城市，美丽的国宝。建议到景区后先坐电瓶车上去。然后一路转着走下来。差不多1.5个小时到3个小时。,2021-05-15IP属地：未知,IP属地：未知,"
1",,2021-05-15IP属地：未知,IP属地：未知,"
1",
能当饭吃吗你说,3分 不错,早上去不知道会不会好些 不要中午去,2022-06-29IP属地：未知,IP属地：未知,"
点赞",,2022-06-29IP属地：未知,IP属地：未知,"
点赞",
M25****6084,5分 超棒,大小熊猫都太可爱了呜呜呜，rua不到很难过，我看熊猫打架，吃竹子可以看一整天，我来成都除了吃东西最幸福的一天就是看熊猫，我以后还要来看熊猫宝宝，太可爱了,2021-11-01IP属地：未知,IP属地：未知,"
点赞",,2021-11-01IP属地：未知,IP属地：未知,"
点赞",
Miranda-zm,5分 超棒,【景色】最近一直飞来飞去，成了空中飞人。来到成都，必须转转了。成都真是熊猫基地，街头很多熊猫的建筑物，很形象。在熊猫基地看到了真正的大熊猫，好可爱的样子，下次会带孩子来看。,2021-04-26IP属地：未知,IP属地：未知,"
1",,2021-04-26IP属地：未知,IP属地：未知,"
1",
会错意,5分 超棒,熊猫基地的名气那是毋庸置疑的，加上低价的门票，一直是成都著名的景区，其它地方也没有这么多熊猫可以看到！ 龙潭寺这边也有家性价比很高的民宿-Hers栖憩民宿，很优质！值得推荐。,2020-12-31IP属地：未知,IP属地：未知,"
1",,2020-12-31IP属地：未知,IP属地：未知,"
1",
vivi-gu,5分 超棒,萌爆了，下午两点左右大熊猫2号别墅会有大熊猫下午茶时间，正好赶上，怼着拍拍拍，赞👍ps 友情提醒：注意防虫，男票微过敏体质，在景区被莫名小虫咬了，手肿成包子，第二天去医院冷敷治疗，代价有点大。,2020-11-11IP属地：未知,IP属地：未知,"
4",,2020-11-11IP属地：未知,IP属地：未知,"
4",
馬仙僧,5分 超棒,成都必去景点，1号线换成655到熊猫基地下来就到了，早点去，七点半就开园了，最好九点之前游览完，不然大熊猫都睡觉了，只能看背影了，而且人也多。记得带上驱蚊液，不然会被叮死。,2020-10-09IP属地：未知,IP属地：未知,"
1",,2020-10-09IP属地：未知,IP属地：未知,"
1",
136****9771,5分 超棒,看大熊猫一定要来。我们的国宝无论是吃竹子、打闹玩乐还有在树上睡觉都惹人喜爱。园区非常大、景色也很美。还看到了可爱的小熊猫和黑天鹅。,2021-10-24IP属地：未知,IP属地：未知,"
1",,2021-10-24IP属地：未知,IP属地：未知,"
1",
杨律师有点挑剔,5分 超棒,果然是必打卡景点。位置不算远，有熊猫巴士从市区出发往返，大巴车很好很干净舒服。景区内竹林茂密，环境清幽。大熊猫就更没得说了，憨萌可爱。小熊猫灵活机灵。,2021-10-07IP属地：未知,IP属地：未知,"
点赞",,2021-10-07IP属地：未知,IP属地：未知,"
点赞",
Gough-88,5分 超棒,【景色】非常沁人心脾，夏日炎炎下，大熊猫宝宝在调皮玩耍，煞是好看可爱。 【趣味】趣味十足，感受到大自然鬼斧神工的魅力所在。 【性价比】性价比超级给力，值得去感受国宝大熊猫的魅力。赶快行动起来吧。,2020-10-15IP属地：未知,IP属地：未知,"
点赞",,2020-10-15IP属地：未知,IP属地：未知,"
点赞",
DY1226DY,3分 不错,不好玩，人多，熊猫都关起来了,2022-07-27IP属地：浙江,IP属地：浙江,"
点赞",,2022-07-27IP属地：浙江,IP属地：浙江,"
点赞",
猪小妞的飞行记,3分 不错,人多看不到，工作人员无所作为,2022-07-16IP属地：未知,IP属地：未知,"
点赞",,2022-07-16IP属地：未知,IP属地：未知,"
点赞",
M30****4099,5分 超棒,可以这样说，可以说是零距离的接触大熊猫，看到了小熊猫崽崽特别的可爱，好想把他抱回家，可惜不能😂😂😂，熊猫真的是太可爱了，来成都一定要去熊猫基地,2021-10-12IP属地：未知,IP属地：未知,"
点赞",,2021-10-12IP属地：未知,IP属地：未知,"
点赞",
大伟6898,5分 超棒,熊猫的魅力是不可抗拒的，国庆期间熊猫基地人山人海，只为一睹熊猫的可掬憨态。全国多个动物园的熊猫也算见过不少了，但少有超过十只的，成都不愧是熊猫基地。,2021-10-09IP属地：未知,IP属地：未知,"
点赞",,2021-10-09IP属地：未知,IP属地：未知,"
点赞",
M49****6639,3分 不错,夏天太热，户外没有熊猫活动,2022-07-14IP属地：未知,IP属地：未知,"
点赞",,2022-07-14IP属地：未知,IP属地：未知,"
点赞",
TT Gao,5分 超棒,市区的大熊猫繁殖基地还是值得去看看，空气质量高，非常舒适，徒步一圈大概2公里多，走走停停感觉挺好的，没有那么累，和大熊猫隔着一道栏杆，很近，很可爱,2021-10-28IP属地：未知,IP属地：未知,"
点赞",,2021-10-28IP属地：未知,IP属地：未知,"
点赞",
淘气豆,5分 超棒,成都大熊猫繁育研究基地可是我一直想去的地方 终于成行了 大熊猫和小熊猫们 都特别特别的可爱 可以在各种馆里看到他们的身影还有和饲养员的互动 还可以寄明信片给亲朋好友 真的是太棒咯,2021-05-14IP属地：未知,IP属地：未知,"
1",,2021-05-14IP属地：未知,IP属地：未知,"
1",
自然驴友,5分 超棒,萌萌哒各种姿态的圆滚滚，挺值得一去。适合亲子，让孩子了解些科普知识。园区还有小熊猫、散放的孔雀等。这里的大熊猫有野外生存的气息。茂林修竹，环境清幽,2017-06-09IP属地：未知,IP属地：未知,"
11",,2017-06-09IP属地：未知,IP属地：未知,"
11",
110****458,3分 不错,排了很久也没看到几只熊猫,2022-07-16IP属地：未知,IP属地：未知,"
点赞",,2022-07-16IP属地：未知,IP属地：未知,"
点赞",
