 字段 1 , 字段 2 , 字段 3 , 字段 4 , 字段 5 , 字段 6 , 字段 7 , 字段 8 , 字段 9 , 字段 10 , 字段 11 
 M42 * * * * 8175 , 4 分   满意 , 景色 十分 优美 ， 可玩性 也 十分 高 。 至于 我 黑 四星 的 原因 ( º ﹃ º   )   提醒 广大 游玩 者 ， 预订 之前 一定 先 查查 熊猫 的 作息时间 🌚 🌚 我 去 的 时候 他们 都 在 睡觉 唉   另外 提醒 一下 游客 很多 ， 注意安全 🌝 , 2020 - 10 - 06IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 1 " ,  , 2020 - 10 - 06IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 1 " ,  
 M48 * * * * 4770 , 5 分   超棒 , 中秋 一大家子 出来 玩   就定 了 个 的 套房   房间 真的 好大   我们 四个 人 入住   里面 有 三个 卧室   还有 个 客厅 和 阳台   站 在 阳台 上 还 能 看到 湖   风景 绝佳   而切 房间 里 还 有机 麻   我们 一家 刚好 凑 一桌 , 2021 - 09 - 21IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 09 - 21IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 theresia , 5 分   超棒 , 去 成都 不是 为了 吃 ， 而是 为了 胖哒 呀 。 我 已经 飞过去 两次 专程 看胖 哒 了 ， 傻呵呵 在 那里 看 一天 乐 一天 ， 比 什么 心灵鸡汤 都 治愈 。 , 2021 - 06 - 03IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 06 - 03IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 穗 岁 平安 , 5 分   超棒 , 环境 好 ， 山清水秀 ， 熊猫 宝宝 门 软萌 软萌 的 ， 不管 多少 游客 ， 熊猫 宝宝 只顾 自己 吃 😂 超级 可爱 的 。 一定 要 早点 去 ， 游客 较 少 。 市区 与 景点 门口 来回 有 旅游 专车 直达 ， 交通 便利 。 总体 超赞 ， 性价比 高 ， 值得 推荐 的 景点 。 , 2021 - 04 - 09IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 04 - 09IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 没 穿 底裤 的 超人 , 5 分   超棒 , 一定 要 早点 到 ， 最好 八点 多 这 样子 ， 容易 避开 旅行团 ， 而且 早上 团子 们 都 在 吃 早餐 很 活跃 ， 如果 要 看 小 团子 ， 得 要 等到 9 点 左右 才 出来 上班 ， 交通 很 方便 ， 我 是 在 动物园 地铁站 坐 655 路 直达 ， 不 塞车 才 20 分钟 路程 。 , 2020 - 11 - 26IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2020 - 11 - 26IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M29 * * * * 2157 , 4 分   满意 , 除了 去 看 萌萌 哒 的 大熊猫 ， 一定 不要 错过 的 是 博物馆 ， 里面 不仅仅 有 熊猫 的 标本 跟 艺术作品 还有 很 多种 蝴蝶 标本 。 当然 到 饭 点儿 自己 叼 着 饭盆 去 找 饲养员 的 小 浣熊 跟 爱 吃 烤 肠 的 黑天鹅 也 值得一看 ！ , 2020 - 09 - 15IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 1 " ,  , 2020 - 09 - 15IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 1 " ,  
 蛋疼 的 青春 , 5 分   超棒 , 在 重庆 旅游 ， 临时 决定 来 成都 看 大熊猫 ， 可能 因为 疫情 原因 ， 人不多 ， 有 几处 未 开放 ， 但 还是 能 看到 几只 ， 真的 是 超级 可爱 ！ , 2022 - 03 - 03IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 03 - 03IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 _ WeCh * * * * 236661 , 5 分   超棒 , 我 去 看 网红 大熊猫 花花 ， 小 乖乖 太乖 了 ， 其他 熊猫 也 很 可爱 ， 很萌 ， 我 还 在 路上 遇到 了 一只 散步 的 孔雀 和 几只 小 松鼠 ， 太 可爱 了 ， 风景 也 不错 ， 我 是 徒步 ， 园区 太大 了 ， 走 得 很 累 。 整体 不错 ， 在 之后 我 还 会 再 去 一次 ！ , 2022 - 01 - 08IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 01 - 08IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 阿尔 布斯 肖恩 , 5 分   超棒 , 大熊猫 繁育 研究 基地 是 以 造园 手法 模拟 大熊猫 野外 生态环境 ， 绿化 覆盖率 达 96% ， 营建 了 适宜 大熊猫 及 多种 珍稀 野生动物 生息繁衍 的 生态环境 。 这里 常年 养着 80 余 只 大熊猫 以及 小熊猫 、 黑颈鹤 、 白鹤 等 珍稀动物 。 , 2021 - 08 - 05IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 08 - 05IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M33 * * * * 016 , 5 分   超棒 , 总体 超赞 ， 不仅 看到 了 很多 可爱 的 熊猫 宝宝 ， 在 基地 里 还有 一家 熊猫 主题 咖啡厅 ， 环境 也好 ， 适合 拍照 ， 同时 还 能 看到 熊猫 宝宝 一生 的 轮回 ， 学习 到 了 不少 关于 熊猫 的 知识 ， 值得 再 去 有趣 好玩 ， 景色 不错 ， 性价比 高 ， , 2021 - 06 - 10IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 06 - 10IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 秦 小楼 , 5 分   超棒 , 大熊猫 真的 好 可爱 ！ 有 静静 吃 竹子 的 熊猫 ， 安逸 睡觉 的 熊猫 ， 调皮 上树 的 熊猫 ， 还有 走路 屁股 一 撅 一 撅 的 熊猫 。 但是 要 看 熊猫 baby 一定 要 早上 去 ！ 到 中午 熊猫 baby 们 就 陷入 午休 状态 啦 ～ , 2021 - 04 - 01IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 1 " ,  , 2021 - 04 - 01IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 1 " ,  
 M32 * * * * 1801 , 5 分   超棒 , 成都 市区 必点 行程 ， 没有 亲眼 见过 大熊猫 的 成都 之行 是 不 完整 的 。 这个 明明 一巴掌 能 拍 死 你 的 生物 却 在 眼前 卖萌成 一团 肉球 ， 看过 很 治愈 。 推荐 各位 游客 一定 要 提早去 ， 等 10 点 左右 熊猫 吃饱 了 ， 就 躺 着 午睡 不动 了 。 , 2020 - 11 - 01IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2020 - 11 - 01IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 Mia _ huang , 5 分   超棒 , 体验 很 好 ， 看见 了 两只 大熊猫 “ 格斗 了 ” 半小时 。 不过 大部分 熊猫 都 在 睡觉 。 可能 我们 入园 太迟 了 ， 所以 看 了 很少 地方 。 建议 大家 最迟 下午 2 点 就 进场 ， 这样 能 打卡 更 多 地方 。 有趣 好玩 ， 以后 女儿 大 了 会 带 她 再 来 一次 , 2020 - 09 - 25IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2020 - 09 - 25IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 热心 市民 安德森 , 5 分   超棒 , 熊猫 宝宝 太 可爱 啦 ！ 第一次 这么 近距离 看到 如此 多 的 憨 憨 ， 心都化 了 。 推荐 早上 11 点前 到 ， 还 能 看到 熊猫 宝宝 在 各种 活动 吃 东西 ， 11 点 左右 就 开始 睡觉 了 哈哈哈哈 。 , 2021 - 11 - 02IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 11 - 02IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M27 * * * * 8495 , 4 分   满意 , 下午 去 的 ， 人 还是 蛮 多 的 。 下午 的 大熊猫 都 在 睡觉 … … 大熊猫 、 小熊猫 都 很 可爱 ， 建议 还是 上午 来 ， 能 看到 活动 的 大熊猫 。 大熊猫 实在 是 太懒 了 … … 喜欢 熊猫 的 推荐 来 哦 , 2021 - 10 - 19IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 10 - 19IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M45 * * * * 411 , 4 分   满意 , 说实话 要不是 为了 看 熊猫 幼崽 ， 不会 去 这个 基地 的 ， 毕竟 动物园 里 也 有 熊猫 可 看 ， 但是 幼崽 哪里 是 随便 看 的 ， 月亮 馆 和 太阳 馆 的 幼崽只 看 了 一只 ， 其他 全部 用 帘子 挡 着 不让 看 ， 说 特殊 原因 ， 不 知道 啥 原因 ， 有点 坑 。 , 2021 - 10 - 12IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 10 - 12IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 小熊维尼 家 , 4 分   满意 , 熊猫 很 懒 ， 大部分 都 躲起来 睡觉 ， 景区 感觉 主要 还是 在 看 一些 博物馆 ， 不过 还是 值得 一睹 国宝 芳容 ， 成都 真的 是 一个 宜居城市 ， 以后 如果 找到 女朋友 应该 还会 带 她 来 一次 , 2021 - 10 - 11IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 10 - 11IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 微微 , 5 分   超棒 , 一定 要 去 的 地方 ， 大熊猫 太 可爱 了 ， 早上 去 早上 去 早上 去 ， 重要 的 事情 说 三遍 , 2021 - 10 - 07IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 10 - 07IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 luoad , 5 分   超棒 , 中国 的 国宝 大熊猫 繁育 研究 基地 太 值得 去 逛逛 了 ， 大熊猫 宝宝 超萌 、 超 可爱 。 , 2021 - 10 - 04IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 10 - 04IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M23 * * * * 3101 , 5 分   超棒 , 来 成都 怎么 能 不 去 熊猫 基地 ！ 萌萌 哒 超 可爱 。 推荐 6 — 9 月份 来 ， 推荐 一大早 就 去 ， 去 晚 了 熊猫 就 开始 睡觉 了 ， 另外 好像 有个 叫 小熊猫 月亮 产房 的 ， 强烈推荐 ， 可以 近距离 看到 可爱 的 小熊猫 。 有趣 好玩 ， 总体 超赞 ， , 2021 - 02 - 26IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 02 - 26IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M39 * * * * 195 , 5 分   超棒 , 网上 订票 很 方便 ， 票 在 携程 订 的 。 里面 景色 不错 ， 大熊猫 很多 ， 看到 它们 吃 竹子 了 ， 爬树 ， 打闹 ， 真的 好 可爱 。 还 看到 了 小熊猫 ， 居然 是 棕色 的 ， 爬树 上 ， 太高 了 ， 手机 都 拍 不 出来 性价比 高 ， 有趣 好玩 ， 景色 不错 ， , 2020 - 12 - 01IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2020 - 12 - 01IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 _ WeCh * * * * 073335 , 5 分   超棒 , 第一次 看到 熊貓 ， 好 可愛喲 ， 還 捐款 了 ， 雖然 金額 不 多 ， 但是 希望 盡 自己 能力 幫助 一下 熊貓 寶寶 总体 超赞 ， 性价比 高 ， 。 還 了解 了 熊貓 的 日常 ， 熊貓 的 食物 ， 熊貓 的 繁殖 ， 有 機會 還會來 一次 ， 看看 我們 國家 的 國寶 。 , 2020 - 11 - 08IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2020 - 11 - 08IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 木子 , 5 分   超棒 , 值得 推荐 ， 有趣 好玩 ， 在 网上 * * * 好 了 票 ， 现在 凭 * * * 就 能 入园 ， 60 岁 以上 老人 是 免票 的 ， 所以 即便 是 已经 * * * 了 票 的 老人 ， 最后 也 是 原路 退回 了 票 钱 。 滚滚 们 懒 极了 ， 能 看到 它们 坐 起来 吃 东西 已经 算 运气 不错 了 。 , 2020 - 10 - 13IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2020 - 10 - 13IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 _ WeCh * * * * 519672 , 5 分   超棒 , 赶 了 个 大早 一路 跑跑 跑 的 过去 ， 看到 了 太阳 产房 的 小熊猫 ， 感觉 一切 都 值 了 ！ 可能 是因为 国庆 ， 大清早 的 人流 很多 ， 到 9 点 的 时候 旅行团 差不多 陆陆续续 的 也 在 来 了 ， 人 是 真的 无敌 多 。 建议 想 去 的 小伙伴 早点 过去 。 , 2020 - 10 - 05IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2020 - 10 - 05IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M25 * * * * 2735 , 5 分   超棒 , 非常 值得 去 的 地方 ， 那里 有 许多 大小 萌 团子 ， 憨态可掬 ， 可爱 卖萌 ！ 我 是 2018 年 第一次 去 ， 后来 就 被 那里 深深 吸引 ， 然后 在 附近 租 了 房子 ， 几乎 天天 都 去 看 国宝 ！ , 2021 - 12 - 20IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 12 - 20IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 Alexander123 , 5 分   超棒 , 地铁 动物园 站 出来 坐 直达 的 大巴 ， 到 了 刷 身份证 进去 就 可以 ， 比起 北京动物园 人满为患 的 情况 ， 这边 真的 可以 一个 人 慢悠悠 的 逛 ， 大大小小 的 熊猫 都 有 ， 环境 也 非常 好 , 2021 - 09 - 22IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 09 - 22IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 粉色 不败 , 5 分   超棒 , 大熊猫 很 可爱   没有 看到 小号 的 熊猫   看到 中号 和 大 号 的 猫   还有 干脆 面   很 可爱 哦 , 2021 - 09 - 13IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 09 - 13IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 丸子 的 皮卡丘 , 5 分   超棒 , 景区 很多 ， 建议 乘坐 景交车 游玩 ， 当然 也 可以 爬山 啦 ， 大熊猫 很 可爱 ， 特别 调皮 ， 还 很 傲娇 ， 总是 背对着 游客 ， 上 树 ， 打架 ， 睡觉 😪 懒羊羊 的 ， 特别 好玩 ， 景区 也 是 个 天然 氧吧 ， 空气 很 好 , 2021 - 08 - 21IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 1 " ,  , 2021 - 08 - 21IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 1 " ,  
 lucky ～ 王 , 5 分   超棒 , 这个 行程 没得说 ， 圆滚滚 太 好玩 、 但是 一定 一定 一定 要 早起 早去 哦 ， 不然 看到 的 都 是 圆滚滚 的 🐼 的 屁股 ， 里面 有 捐赠 的 小 房子 ， 很 有 意义 ， 也 有 熊猫 🐼 玩偶 ， 还有 熊猫 雪糕 ， 好 好吃 ， 这个 地方 ， 爱 了 爱 了 👍 , 2021 - 07 - 04IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 07 - 04IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 _ WeCh * * * * 488204 , 5 分   超棒 , 大熊猫 真的 是 中国 的 国宝 哇 ， 憨憨的 ， 懒懒 的 ， 萌萌 的 ， 还 特别 喜欢 睡觉 ， 发呆 ， 软萌 软萌 的 ， 就 像 个 孩子 一样 ， 有 的 小熊猫 调皮 不听话 还 抱 着 饲养员 大腿 ， 哈哈 😊 , 2021 - 03 - 28IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 2 " ,  , 2021 - 03 - 28IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 2 " ,  
 _ WeCh * * * * 519672 , 5 分   超棒 , 赶 了 个 大早 一路 跑跑 跑 的 过去 ， 看到 了 太阳 产房 的 小熊猫 ， 感觉 一切 都 值 了 ！ 可能 是因为 国庆 ， 大清早 的 人流 很多 ， 到 9 点 的 时候 旅行团 差不多 陆陆续续 的 也 在 来 了 ， 人 是 真的 无敌 多 。 建议 想 去 的 小伙伴 早点 过去 , 2020 - 10 - 05IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2020 - 10 - 05IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 ﻿ XRNFUSKA , 4 分   满意 , 大熊猫 基地 除了 整体 商业化 严重 之外 ， 其余 的 还是 很 值得 的 ， 到处 都 是 浓浓的 熊猫 氛围 ， 建议 天凉 的 时候 去 ， 这样 会 有 比较 多 的 大熊猫 在 户外活动 ， 不用 隔 着 玻璃 看 , 2021 - 11 - 26IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 11 - 26IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 笑逐颜开 , 5 分   超棒 , 大熊猫 太 可爱 了 ， 小朋友 看着 非常 喜欢 ， 大人 看着 也 感觉 非常 治愈 解压 。 , 2021 - 09 - 20IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 09 - 20IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M29 * * * * 6313 , 5 分   超棒 , 活 的 大熊猫 ， 非常 可爱 ， 大家 有 机会 去 成都 一定 要 去 看看 哦 ！ 点评 有 积分 , 2021 - 09 - 20IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 09 - 20IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 任 莹莹 。 , 5 分   超棒 , 性价比 高 ， 有趣 好玩 ， 总体 超赞 ， 景色 不错 ， 真的 好多 熊猫 ， 推荐 大家 去 玩 。 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😂 😍 😍 😍 😍 😍 😍 😍 😍 😍 😍 , 2021 - 04 - 30IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 04 - 30IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 Jessigz , 5 分   超棒 , 里面 算是 不小 ， 分为 成年 熊猫 别墅 ， 亚 成年 熊猫 和 年幼 熊猫 区域 。 还 可以 看到 小熊猫 和 遍地 走 的 孔雀 。 还有 科普馆 ， 小剧场 等 。 很 幸运 看到 玩耍 和 吃 竹子 的 大熊猫 。 , 2021 - 03 - 17IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 03 - 17IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 E40 * * * * 34 , 5 分   超棒 , 要 想 看到 活泼可爱 的 大熊猫 ， 一定 要 早点 过去 ， 晚 了 的话 ， 它 吃饱 了 就 不想 动弹 了 ， 加上 暖和 了 之后 就 更 懒 了 ！ 记得 一定 要 早 ， 早上 7.30 就 开园 了 ， 所以 尽早 ！ 总体 超赞 ， 性价比 高 ， 有趣 好玩 ， 景色 不错 ， , 2021 - 03 - 06IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 03 - 06IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 极速 飞影 , 5 分   超棒 , 非常 值得 去 有 玩 的 景点 ， 大熊猫 都 很 可爱 ， 就是 做好 早 一点 去 ， 我们 是 终于 到达 的 ， 很多 大熊猫 都 在 睡觉 ， 可惜 了 ， 景区 内 风景 也 是 很 美丽 的 ， 不用 坐 电瓶车 ， 自己 走走 蛮 好 的 总体 超赞 ， 景色 不错 ， 有趣 好玩 ， , 2021 - 01 - 08IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 01 - 08IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 Isabellacl , 5 分   超棒 , 有趣 好玩 ， 景色 不错 ， 体验 很 好 ， 第二次 来 了 ！ 每次 都 很 喜欢 😘 熊猫 真是太 萌 了 ！ 这次 人 不是 太 多 ， 可以 尽情 地看 熊猫 月亮 和 太阳 产房 ， 不用 排长队 ， 和 被 人 催促 了 ！ 拍照 📷 和 录 视频 ！ 来 成都 必 i 玩之地 ！ , 2020 - 09 - 29IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2020 - 09 - 29IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 M23 * * * * 8558 , 5 分   超棒 , 取票 很 方便 ， 门票 也 很 适合 ， 还会来 的 ， 里面 很 清凉 ， 熊猫 宝宝 很 可爱 , 2022 - 02 - 21IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2022 - 02 - 21IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 市白 梃 , 5 分   超棒 , 第一次 见 大熊猫 ， 很 好奇 ， 体验 感也拉满 ， 另外 熊猫 博物馆 也 值得 参观 , 2021 - 12 - 25IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  , 2021 - 12 - 25IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 点赞 " ,  
 东方 中山 , 5 分   超棒 , 大熊猫 基地 超赞 ， 看到 了 很多 只 大熊猫 ， 景区 地理位置 好 ， 地铁 交通 都 很 方便 ， 景区 设置 观光车 ， 路标 很 清晰 ， 方便 游客 ， 去 其他 景点 也 很 便利 。 景区 环境优美 。 , 2021 - 10 - 02IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 2 " ,  , 2021 - 10 - 02IP 属地 ： 未知 , IP 属地 ： 未知 , "  
 2 " ,  
